CASE_KEY,ACTIVITY,EVENTTIME,SORTING,RESOURCE
1835,Write Notification,2024-11-21 12:12:55,9,Sachbearbeiter3
1835,SendNotification,2024-11-29 14:20:24,10,Sachbearbeiter1
1836,SendMailToParents,2024-09-19 20:11:35,1,System_5018
1836,ReceiveParentsData,2024-09-19 20:11:40,2,System_5019
1836,GenerateConfirmationMail,2024-09-25 09:25:16,3,System_6867
1836,SendConfirmationMail,2024-09-25 09:25:18,4,System_6868
1836,ReviewDocuments,2024-10-08 12:16:37,5,Sachbearbeiter3
1836,RequestResubmission,2024-10-18 13:26:31,6,Sachbearbeiter2
1836,ReceiveResubmission,2024-10-18 13:32:05,7,System_7984
1836,ReviewDocuments,2024-11-04 09:14:56,8,Sachbearbeiter3
1836,RequestResubmission,2024-11-15 15:43:00,9,Sachbearbeiter1
1836,ReceiveResubmission,2024-11-15 15:49:30,10,System_8263
1836,ReviewDocuments,2024-11-26 15:19:26,11,Sachbearbeiter3
1836,StoreApplication,2024-12-04 11:32:03,12,Sachbearbeiter2
1836,AssessApplication,2024-12-09 15:10:42,13,Sachbearbeiter1
1836,WriteRejection,2024-12-12 07:41:59,14,Sachbearbeiter3
1836,SendRejection,2024-12-13 10:13:22,15,Sachbearbeiter1
1837,GenerateConfirmationMail,2024-09-19 20:15:24,1,System_5020
1837,SendConfirmationMail,2024-09-19 20:15:27,2,System_5021
1837,ReviewDocuments,2024-09-27 10:46:52,3,Sachbearbeiter1
1837,StoreApplication,2024-10-10 12:25:39,4,Sachbearbeiter3
1837,AssessApplication,2024-10-22 12:59:35,5,Sachbearbeiter2
1837,CalculateClaim,2024-11-06 09:01:34,6,Sachbearbeiter1
1837,Write Notification,2024-11-19 10:19:08,7,Sachbearbeiter1
1837,SendNotification,2024-11-28 07:50:05,8,Sachbearbeiter2
1838,SendMailToParents,2024-09-19 20:17:46,1,System_5024
1838,ReceiveParentsData,2024-09-19 20:17:49,2,System_5025
1838,GenerateConfirmationMail,2024-09-20 03:23:05,3,System_5326
1838,SendConfirmationMail,2024-09-20 03:23:08,4,System_5327
1838,ReviewDocuments,2024-09-27 15:42:12,5,Sachbearbeiter2
1838,StoreApplication,2024-10-10 14:47:39,6,Sachbearbeiter2
1838,AssessApplication,2024-10-23 07:35:14,7,Sachbearbeiter2
1838,CalculateClaim,2024-11-06 14:05:34,8,Sachbearbeiter1
1838,Write Notification,2024-11-19 12:31:19,9,Sachbearbeiter3
1838,SendNotification,2024-11-28 09:31:27,10,Sachbearbeiter2
1839,GenerateConfirmationMail,2024-09-19 20:18:21,1,System_5026
1839,SendConfirmationMail,2024-09-19 20:18:23,2,System_5027
1839,ReviewDocuments,2024-09-27 10:54:41,3,Sachbearbeiter3
1839,RequestResubmission,2024-10-10 12:25:46,4,Sachbearbeiter1
1839,ReceiveResubmission,2024-10-10 12:30:50,5,System_7606
1839,ReviewDocuments,2024-10-23 08:27:38,6,Sachbearbeiter1
1839,StoreApplication,2024-11-06 15:40:11,7,Sachbearbeiter1
1839,AssessApplication,2024-11-19 13:48:30,8,Sachbearbeiter3
1839,CalculateClaim,2024-11-28 10:07:41,9,Sachbearbeiter1
1839,Write Notification,2024-12-05 10:28:03,10,Sachbearbeiter3
1839,SendNotification,2024-12-10 10:29:05,11,Sachbearbeiter2
1840,SendMailToParents,2024-09-19 20:19:33,1,System_5028
1840,ReceiveParentsData,2024-09-19 20:19:36,2,System_5029
1840,GenerateConfirmationMail,2024-09-26 12:12:42,3,System_6995
1840,SendConfirmationMail,2024-09-26 12:12:45,4,System_6996
1840,ReviewDocuments,2024-10-09 14:03:23,5,Sachbearbeiter3
1840,RequestResubmission,2024-10-21 15:15:58,6,Sachbearbeiter1
1840,ReceiveResubmission,2024-10-21 15:23:43,7,System_8008
1840,ReviewDocuments,2024-11-06 12:43:20,8,Sachbearbeiter2
1840,StoreApplication,2024-11-19 11:51:11,9,Sachbearbeiter1
1840,AssessApplication,2024-11-28 08:42:39,10,Sachbearbeiter2
1840,CalculateClaim,2024-12-05 09:06:47,11,Sachbearbeiter1
1840,Write Notification,2024-12-10 10:01:00,12,Sachbearbeiter1
1840,SendNotification,2024-12-12 10:19:06,13,Sachbearbeiter1
1841,SendMailToParents,2024-09-19 20:26:11,1,System_5030
1841,ReceiveParentsData,2024-09-19 20:26:15,2,System_5031
1841,GenerateConfirmationMail,2024-09-27 01:48:43,3,System_7047
1841,SendConfirmationMail,2024-09-27 01:48:46,4,System_7048
1841,ReviewDocuments,2024-10-10 09:59:21,5,Sachbearbeiter2
1841,RequestResubmission,2024-10-22 10:26:44,6,Sachbearbeiter1
1841,ReceiveResubmission,2024-10-22 10:32:10,7,System_8018
1841,ReviewDocuments,2024-11-07 14:29:25,8,Sachbearbeiter2
1841,RequestResubmission,2024-11-20 11:39:03,9,Sachbearbeiter2
1841,ReceiveResubmission,2024-11-20 11:43:13,10,System_8316
1841,ReviewDocuments,2024-12-05 07:37:35,11,Sachbearbeiter2
1841,RequestResubmission,2024-12-10 08:57:00,12,Sachbearbeiter3
1841,ReceiveResubmission,2024-12-10 09:04:44,13,System_8471
1841,ReviewDocuments,2024-12-16 13:21:48,14,Sachbearbeiter2
1841,StoreApplication,2024-12-17 08:05:08,15,Sachbearbeiter2
1841,AssessApplication,2024-12-17 10:17:23,16,Sachbearbeiter3
1841,CalculateClaim,2024-12-17 11:51:20,17,Sachbearbeiter3
1841,Write Notification,2024-12-17 12:43:31,18,Sachbearbeiter2
1841,SendNotification,2024-12-17 13:09:41,19,Sachbearbeiter2
1842,SendMailToParents,2024-09-19 20:26:30,1,System_5032
1842,ReceiveParentsData,2024-09-19 20:26:34,2,System_5033
1842,GenerateConfirmationMail,2024-09-21 22:20:43,3,System_6100
1842,SendConfirmationMail,2024-09-21 22:20:46,4,System_6101
1842,ReviewDocuments,2024-10-02 11:36:56,5,Sachbearbeiter1
1842,StoreApplication,2024-10-15 09:19:48,6,Sachbearbeiter1
1842,AssessApplication,2024-10-28 11:27:10,7,Sachbearbeiter2
1842,CalculateClaim,2024-11-12 08:30:33,8,Sachbearbeiter1
1842,Write Notification,2024-11-22 08:39:59,9,Sachbearbeiter3
1842,SendNotification,2024-12-02 11:02:49,10,Sachbearbeiter2
1843,SendMailToParents,2024-09-19 20:30:30,1,System_5038
1843,ReceiveParentsData,2024-09-19 20:30:34,2,System_5039
1843,GenerateConfirmationMail,2024-09-24 22:08:46,3,System_6801
1843,SendConfirmationMail,2024-09-24 22:08:47,4,System_6802
1843,ReviewDocuments,2024-10-08 09:36:28,5,Sachbearbeiter1
1843,StoreApplication,2024-10-18 11:30:59,6,Sachbearbeiter1
1843,AssessApplication,2024-11-01 10:32:49,7,Sachbearbeiter1
1843,CalculateClaim,2024-11-15 10:20:20,8,Sachbearbeiter3
1843,Write Notification,2024-11-26 10:39:23,9,Sachbearbeiter2
1843,SendNotification,2024-12-04 07:32:11,10,Sachbearbeiter1
1844,SendMailToParents,2024-09-19 20:30:36,1,System_5040
1844,ReceiveParentsData,2024-09-19 20:30:40,2,System_5041
1844,GenerateConfirmationMail,2024-09-20 12:58:33,3,System_5636
1844,SendConfirmationMail,2024-09-20 12:58:36,4,System_5637
1844,ReviewDocuments,2024-09-30 13:51:44,5,Sachbearbeiter3
1844,RequestResubmission,2024-10-14 08:33:48,6,Sachbearbeiter3
1844,ReceiveResubmission,2024-10-14 08:39:20,7,System_7701
1844,ReviewDocuments,2024-10-31 14:28:44,8,Sachbearbeiter2
1844,RequestResubmission,2024-11-14 15:37:47,9,Sachbearbeiter3
1844,ReceiveResubmission,2024-11-14 15:44:48,10,System_8252
1844,ReviewDocuments,2024-11-26 14:46:13,11,Sachbearbeiter3
1844,RequestResubmission,2024-12-04 11:20:51,12,Sachbearbeiter1
1844,ReceiveResubmission,2024-12-04 11:28:46,13,System_8413
1844,ReviewDocuments,2024-12-11 11:26:57,14,Sachbearbeiter2
1844,RequestResubmission,2024-12-13 07:36:42,15,Sachbearbeiter1
1844,ReceiveResubmission,2024-12-13 07:40:44,16,System_8508
1844,ReviewDocuments,2024-12-23 08:10:15,17,Sachbearbeiter3
1844,StoreApplication,2024-12-23 08:41:59,18,Sachbearbeiter1
1844,AssessApplication,2024-12-23 09:02:56,19,Sachbearbeiter2
1844,CalculateClaim,2024-12-23 09:48:13,20,Sachbearbeiter3
1844,Write Notification,2024-12-23 10:16:59,21,Sachbearbeiter1
1844,SendNotification,2024-12-23 10:24:22,22,Sachbearbeiter1
1845,SendMailToParents,2024-09-19 20:35:41,1,System_5042
1845,ReceiveParentsData,2024-09-19 20:35:45,2,System_5043
1845,GenerateConfirmationMail,2024-09-21 18:59:44,3,System_6038
1845,SendConfirmationMail,2024-09-21 18:59:47,4,System_6039
1845,ReviewDocuments,2024-10-02 09:53:51,5,Sachbearbeiter1
1845,RequestResubmission,2024-10-15 08:35:39,6,Sachbearbeiter3
1845,ReceiveResubmission,2024-10-15 08:41:42,7,System_7796
1845,ReviewDocuments,2024-11-01 15:13:34,8,Sachbearbeiter3
1845,StoreApplication,2024-11-15 13:23:45,9,Sachbearbeiter3
1845,AssessApplication,2024-11-26 12:08:01,10,Sachbearbeiter3
1845,CalculateClaim,2024-12-04 08:17:23,11,Sachbearbeiter3
1845,Write Notification,2024-12-09 13:10:01,12,Sachbearbeiter1
1845,SendNotification,2024-12-11 15:01:49,13,Sachbearbeiter2
1846,SendMailToParents,2024-09-19 20:39:40,1,System_5046
1846,ReceiveParentsData,2024-09-19 20:39:43,2,System_5047
1846,GenerateConfirmationMail,2024-09-28 11:21:45,3,System_7130
1846,SendConfirmationMail,2024-09-28 11:21:48,4,System_7131
1846,ReviewDocuments,2024-10-11 07:38:22,5,Sachbearbeiter3
1846,StoreApplication,2024-10-23 10:02:18,6,Sachbearbeiter2
1846,AssessApplication,2024-11-07 08:02:45,7,Sachbearbeiter2
1846,CalculateClaim,2024-11-19 15:20:33,8,Sachbearbeiter3
1846,Write Notification,2024-11-28 11:56:04,9,Sachbearbeiter2
1846,SendNotification,2024-12-05 11:17:42,10,Sachbearbeiter2
1847,SendMailToParents,2024-09-19 20:43:22,1,System_5052
1847,ReceiveParentsData,2024-09-19 20:43:26,2,System_5053
1847,GenerateConfirmationMail,2024-09-28 21:38:16,3,System_7150
1847,SendConfirmationMail,2024-09-28 21:38:18,4,System_7151
1847,ReviewDocuments,2024-10-11 08:18:10,5,Sachbearbeiter3
1847,StoreApplication,2024-10-23 10:20:50,6,Sachbearbeiter1
1847,AssessApplication,2024-11-07 08:24:22,7,Sachbearbeiter2
1847,CalculateClaim,2024-11-19 15:51:14,8,Sachbearbeiter3
1847,Write Notification,2024-11-28 12:47:43,9,Sachbearbeiter2
1847,SendNotification,2024-12-05 11:44:37,10,Sachbearbeiter1
1848,SendMailToParents,2024-09-19 20:44:16,1,System_5054
1848,ReceiveParentsData,2024-09-19 20:44:20,2,System_5055
1848,GenerateConfirmationMail,2024-09-20 08:24:35,3,System_5410
1848,SendConfirmationMail,2024-09-20 08:24:37,4,System_5411
1848,ReviewDocuments,2024-09-30 09:19:08,5,Sachbearbeiter3
1848,RequestResubmission,2024-10-11 12:20:22,6,Sachbearbeiter1
1848,ReceiveResubmission,2024-10-11 12:27:48,7,System_7670
1848,ReviewDocuments,2024-10-24 12:57:35,8,Sachbearbeiter1
1848,RequestResubmission,2024-11-08 08:46:28,9,Sachbearbeiter2
1848,ReceiveResubmission,2024-11-08 08:51:25,10,System_8181
1848,ReviewDocuments,2024-11-22 09:48:41,11,Sachbearbeiter2
1848,StoreApplication,2024-12-02 11:40:51,12,Sachbearbeiter3
1848,AssessApplication,2024-12-06 14:41:06,13,Sachbearbeiter3
1848,CalculateClaim,2024-12-11 09:36:42,14,Sachbearbeiter1
1848,Write Notification,2024-12-12 15:25:29,15,Sachbearbeiter3
1848,SendNotification,2024-12-13 14:27:29,16,Sachbearbeiter3
1849,SendMailToParents,2024-09-19 20:46:01,1,System_5056
1849,ReceiveParentsData,2024-09-19 20:46:06,2,System_5057
1849,GenerateConfirmationMail,2024-09-20 10:28:32,3,System_5552
1849,SendConfirmationMail,2024-09-20 10:28:33,4,System_5553
1849,ReviewDocuments,2024-09-30 11:56:17,5,Sachbearbeiter2
1849,StoreApplication,2024-10-11 14:39:13,6,Sachbearbeiter1
1849,AssessApplication,2024-10-23 15:40:19,7,Sachbearbeiter3
1849,CalculateClaim,2024-11-07 13:37:54,8,Sachbearbeiter2
1849,Write Notification,2024-11-20 11:21:57,9,Sachbearbeiter2
1849,SendNotification,2024-11-28 14:46:16,10,Sachbearbeiter1
1850,SendMailToParents,2024-09-19 20:46:24,1,System_5058
1850,ReceiveParentsData,2024-09-19 20:46:28,2,System_5059
1850,GenerateConfirmationMail,2024-10-04 18:41:49,3,System_7415
1850,SendConfirmationMail,2024-10-04 18:41:51,4,System_7416
1850,ReviewDocuments,2024-10-17 10:14:19,5,Sachbearbeiter2
1850,StoreApplication,2024-10-30 15:28:00,6,Sachbearbeiter2
1850,AssessApplication,2024-11-14 09:07:32,7,Sachbearbeiter2
1850,CalculateClaim,2024-11-25 11:26:22,8,Sachbearbeiter1
1850,Write Notification,2024-12-03 11:03:58,9,Sachbearbeiter1
1850,SendNotification,2024-12-09 10:13:04,10,Sachbearbeiter3
1851,SendMailToParents,2024-09-19 20:51:06,1,System_5066
1851,ReceiveParentsData,2024-09-19 20:51:11,2,System_5067
1851,GenerateConfirmationMail,2024-09-28 18:03:19,3,System_7142
1851,SendConfirmationMail,2024-09-28 18:03:20,4,System_7143
1851,ReviewDocuments,2024-10-11 07:57:25,5,Sachbearbeiter3
1851,RequestResubmission,2024-10-23 10:11:42,6,Sachbearbeiter2
1851,ReceiveResubmission,2024-10-23 10:17:47,7,System_8034
1851,ReviewDocuments,2024-11-14 15:10:09,8,Sachbearbeiter1
1851,StoreApplication,2024-11-25 15:53:38,9,Sachbearbeiter2
1851,AssessApplication,2024-12-03 13:19:03,10,Sachbearbeiter3
1851,CalculateClaim,2024-12-09 11:10:03,11,Sachbearbeiter3
1851,Write Notification,2024-12-11 13:56:41,12,Sachbearbeiter2
1851,SendNotification,2024-12-13 09:10:45,13,Sachbearbeiter2
1852,GenerateConfirmationMail,2024-09-19 20:52:14,1,System_5068
1852,SendConfirmationMail,2024-09-19 20:52:16,2,System_5069
1852,ReviewDocuments,2024-09-27 11:20:46,3,Sachbearbeiter2
1852,RequestResubmission,2024-10-10 12:41:31,4,Sachbearbeiter3
1852,ReceiveResubmission,2024-10-10 12:45:34,5,System_7611
1852,ReviewDocuments,2024-10-23 12:16:07,6,Sachbearbeiter3
1852,StoreApplication,2024-11-07 11:24:30,7,Sachbearbeiter2
1852,AssessApplication,2024-11-20 09:57:27,8,Sachbearbeiter2
1852,WriteRejection,2024-11-28 14:03:39,9,Sachbearbeiter3
1852,SendRejection,2024-12-05 12:29:58,10,Sachbearbeiter2
1853,SendMailToParents,2024-09-19 20:56:49,1,System_5070
1853,ReceiveParentsData,2024-09-19 20:56:54,2,System_5071
1853,GenerateConfirmationMail,2024-09-25 02:56:47,3,System_6839
1853,SendConfirmationMail,2024-09-25 02:56:48,4,System_6840
1853,ReviewDocuments,2024-10-08 10:44:04,5,Sachbearbeiter2
1853,StoreApplication,2024-10-18 12:01:51,6,Sachbearbeiter2
1853,AssessApplication,2024-11-01 11:29:03,7,Sachbearbeiter3
1853,CalculateClaim,2024-11-15 11:40:00,8,Sachbearbeiter1
1853,Write Notification,2024-11-26 11:16:17,9,Sachbearbeiter3
1853,SendNotification,2024-12-04 07:47:24,10,Sachbearbeiter1
1854,SendMailToParents,2024-09-19 20:57:14,1,System_5072
1854,ReceiveParentsData,2024-09-19 20:57:18,2,System_5073
1854,GenerateConfirmationMail,2024-09-26 14:01:33,3,System_7003
1854,SendConfirmationMail,2024-09-26 14:01:34,4,System_7004
1854,ReviewDocuments,2024-10-09 15:40:15,5,Sachbearbeiter1
1854,StoreApplication,2024-10-22 07:40:45,6,Sachbearbeiter3
1854,AssessApplication,2024-11-05 12:10:00,7,Sachbearbeiter3
1854,CalculateClaim,2024-11-18 14:38:16,8,Sachbearbeiter3
1854,Write Notification,2024-11-27 13:40:12,9,Sachbearbeiter1
1854,SendNotification,2024-12-04 15:51:24,10,Sachbearbeiter3
1855,SendMailToParents,2024-09-19 21:03:25,1,System_5076
1855,ReceiveParentsData,2024-09-19 21:03:29,2,System_5077
1855,GenerateConfirmationMail,2024-09-22 16:14:02,3,System_6314
1855,SendConfirmationMail,2024-09-22 16:14:04,4,System_6315
1855,ReviewDocuments,2024-10-03 09:09:44,5,Sachbearbeiter3
1855,StoreApplication,2024-10-15 12:40:30,6,Sachbearbeiter3
1855,AssessApplication,2024-10-28 15:50:16,7,Sachbearbeiter2
1855,CalculateClaim,2024-11-12 13:35:35,8,Sachbearbeiter2
1855,Write Notification,2024-11-22 11:17:12,9,Sachbearbeiter2
1855,SendNotification,2024-12-02 12:27:56,10,Sachbearbeiter2
1856,SendMailToParents,2024-09-19 21:08:24,1,System_5084
1856,ReceiveParentsData,2024-09-19 21:08:27,2,System_5085
1856,GenerateConfirmationMail,2024-09-24 21:05:02,3,System_6795
1856,SendConfirmationMail,2024-09-24 21:05:05,4,System_6796
1856,ReviewDocuments,2024-10-08 09:29:28,5,Sachbearbeiter1
1856,StoreApplication,2024-10-18 11:25:36,6,Sachbearbeiter3
1856,AssessApplication,2024-11-01 10:23:31,7,Sachbearbeiter3
1856,WriteRejection,2024-11-15 10:07:34,8,Sachbearbeiter2
1856,SendRejection,2024-11-26 10:34:14,9,Sachbearbeiter3
1857,GenerateConfirmationMail,2024-09-19 21:11:34,1,System_5090
1857,SendConfirmationMail,2024-09-19 21:11:36,2,System_5091
1857,ReviewDocuments,2024-09-27 11:43:03,3,Sachbearbeiter3
1857,StoreApplication,2024-10-10 12:59:23,4,Sachbearbeiter2
1857,AssessApplication,2024-10-22 13:38:01,5,Sachbearbeiter2
1857,CalculateClaim,2024-11-06 09:51:47,6,Sachbearbeiter1
1857,Write Notification,2024-11-19 10:39:39,7,Sachbearbeiter3
1857,SendNotification,2024-11-28 08:05:40,8,Sachbearbeiter1
1858,SendMailToParents,2024-09-19 21:13:12,1,System_5094
1858,ReceiveParentsData,2024-09-19 21:13:17,2,System_5095
1858,GenerateConfirmationMail,2024-09-22 06:51:06,3,System_6200
1858,SendConfirmationMail,2024-09-22 06:51:08,4,System_6201
1858,ReviewDocuments,2024-10-02 14:21:43,5,Sachbearbeiter1
1858,StoreApplication,2024-10-15 10:32:04,6,Sachbearbeiter2
1858,AssessApplication,2024-10-28 12:58:05,7,Sachbearbeiter3
1858,WriteRejection,2024-11-12 10:26:30,8,Sachbearbeiter2
1858,SendRejection,2024-11-22 09:30:33,9,Sachbearbeiter1
1859,SendMailToParents,2024-09-19 21:14:35,1,System_5098
1859,ReceiveParentsData,2024-09-19 21:14:39,2,System_5099
1859,GenerateConfirmationMail,2024-09-20 17:51:27,3,System_5696
1859,SendConfirmationMail,2024-09-20 17:51:29,4,System_5697
1859,ReviewDocuments,2024-10-01 08:13:54,5,Sachbearbeiter3
1859,RequestResubmission,2024-10-14 12:16:20,6,Sachbearbeiter1
1859,ReceiveResubmission,2024-10-14 12:21:41,7,System_7714
1859,ReviewDocuments,2024-10-28 08:06:41,8,Sachbearbeiter2
1859,RequestResubmission,2024-11-11 13:57:58,9,Sachbearbeiter3
1859,ReceiveResubmission,2024-11-11 14:05:37,10,System_8198
1859,ReviewDocuments,2024-12-02 09:59:21,11,Sachbearbeiter2
1859,RequestResubmission,2024-12-06 13:55:27,12,Sachbearbeiter2
1859,ReceiveResubmission,2024-12-06 14:03:24,13,System_8448
1859,ReviewDocuments,2024-12-18 07:30:00,14,Sachbearbeiter2
1859,StoreApplication,2024-12-18 07:59:37,15,Sachbearbeiter2
1859,AssessApplication,2024-12-18 08:08:35,16,Sachbearbeiter2
1859,CalculateClaim,2024-12-18 08:14:54,17,Sachbearbeiter3
1859,Write Notification,2024-12-18 08:31:54,18,Sachbearbeiter1
1859,SendNotification,2024-12-18 08:37:53,19,Sachbearbeiter1
1860,SendMailToParents,2024-09-19 21:17:38,1,System_5100
1860,ReceiveParentsData,2024-09-19 21:17:41,2,System_5101
1860,GenerateConfirmationMail,2024-09-21 15:25:26,3,System_6008
1860,SendConfirmationMail,2024-09-21 15:25:27,4,System_6009
1860,ReviewDocuments,2024-10-02 08:56:32,5,Sachbearbeiter1
1860,StoreApplication,2024-10-15 08:12:08,6,Sachbearbeiter1
1860,AssessApplication,2024-10-28 09:39:57,7,Sachbearbeiter2
1860,CalculateClaim,2024-11-11 15:01:01,8,Sachbearbeiter2
1860,Write Notification,2024-11-21 15:51:42,9,Sachbearbeiter3
1860,SendNotification,2024-12-02 09:40:00,10,Sachbearbeiter1
1861,SendMailToParents,2024-09-19 21:22:44,1,System_5104
1861,ReceiveParentsData,2024-09-19 21:22:47,2,System_5105
1861,GenerateConfirmationMail,2024-09-20 03:00:12,3,System_5316
1861,SendConfirmationMail,2024-09-20 03:00:15,4,System_5317
1861,ReviewDocuments,2024-09-27 15:27:26,5,Sachbearbeiter1
1861,RequestResubmission,2024-10-10 14:39:53,6,Sachbearbeiter2
1861,ReceiveResubmission,2024-10-10 14:44:11,7,System_7648
1861,ReviewDocuments,2024-10-23 09:16:52,8,Sachbearbeiter2
1861,StoreApplication,2024-11-07 07:32:10,9,Sachbearbeiter2
1861,AssessApplication,2024-11-19 14:36:30,10,Sachbearbeiter3
1861,CalculateClaim,2024-11-28 11:00:58,11,Sachbearbeiter2
1861,Write Notification,2024-12-05 10:48:16,12,Sachbearbeiter3
1861,SendNotification,2024-12-10 10:36:19,13,Sachbearbeiter2
1862,SendMailToParents,2024-09-19 21:25:52,1,System_5106
1862,ReceiveParentsData,2024-09-19 21:25:54,2,System_5107
1862,GenerateConfirmationMail,2024-09-25 13:33:33,3,System_6890
1862,SendConfirmationMail,2024-09-25 13:33:36,4,System_6891
1862,ReviewDocuments,2024-10-08 15:10:09,5,Sachbearbeiter1
1862,StoreApplication,2024-10-21 08:10:32,6,Sachbearbeiter3
1862,AssessApplication,2024-11-04 12:46:25,7,Sachbearbeiter1
1862,CalculateClaim,2024-11-18 08:33:13,8,Sachbearbeiter2
1862,Write Notification,2024-11-27 09:22:22,9,Sachbearbeiter2
1862,SendNotification,2024-12-04 13:32:35,10,Sachbearbeiter2
1863,SendMailToParents,2024-09-19 21:32:57,1,System_5110
1863,ReceiveParentsData,2024-09-19 21:33:00,2,System_5111
1863,GenerateConfirmationMail,2024-09-21 23:11:58,3,System_6112
1863,SendConfirmationMail,2024-09-21 23:11:59,4,System_6113
1863,ReviewDocuments,2024-10-02 12:02:02,5,Sachbearbeiter2
1863,StoreApplication,2024-10-15 09:34:05,6,Sachbearbeiter2
1863,AssessApplication,2024-10-28 11:35:40,7,Sachbearbeiter1
1863,CalculateClaim,2024-11-12 08:37:53,8,Sachbearbeiter2
1863,Write Notification,2024-11-22 08:39:53,9,Sachbearbeiter1
1863,SendNotification,2024-12-02 11:02:00,10,Sachbearbeiter1
1864,SendMailToParents,2024-09-19 21:35:08,1,System_5114
1864,ReceiveParentsData,2024-09-19 21:35:10,2,System_5115
1864,GenerateConfirmationMail,2024-09-23 04:54:12,3,System_6434
1864,SendConfirmationMail,2024-09-23 04:54:13,4,System_6435
1864,ReviewDocuments,2024-10-03 12:34:11,5,Sachbearbeiter2
1864,StoreApplication,2024-10-15 14:05:50,6,Sachbearbeiter2
1864,AssessApplication,2024-10-29 09:32:33,7,Sachbearbeiter2
1864,CalculateClaim,2024-11-13 08:35:41,8,Sachbearbeiter2
1864,Write Notification,2024-11-22 12:52:13,9,Sachbearbeiter1
1864,SendNotification,2024-12-02 13:04:56,10,Sachbearbeiter2
1865,SendMailToParents,2024-09-19 21:35:46,1,System_5116
1865,ReceiveParentsData,2024-09-19 21:35:48,2,System_5117
1865,GenerateConfirmationMail,2024-09-22 04:22:37,3,System_6160
1865,SendConfirmationMail,2024-09-22 04:22:39,4,System_6161
1865,ReviewDocuments,2024-10-02 13:21:56,5,Sachbearbeiter3
1865,StoreApplication,2024-10-15 10:07:45,6,Sachbearbeiter2
1865,AssessApplication,2024-10-28 12:25:19,7,Sachbearbeiter3
1865,CalculateClaim,2024-11-12 09:45:47,8,Sachbearbeiter1
1865,Write Notification,2024-11-22 09:16:46,9,Sachbearbeiter3
1865,SendNotification,2024-12-02 11:22:08,10,Sachbearbeiter3
1866,SendMailToParents,2024-09-19 21:39:22,1,System_5122
1866,ReceiveParentsData,2024-09-19 21:39:25,2,System_5123
1866,GenerateConfirmationMail,2024-09-20 01:58:16,3,System_5292
1866,SendConfirmationMail,2024-09-20 01:58:18,4,System_5293
1866,ReviewDocuments,2024-09-27 14:39:10,5,Sachbearbeiter3
1866,StoreApplication,2024-10-10 14:20:43,6,Sachbearbeiter1
1866,AssessApplication,2024-10-22 15:20:33,7,Sachbearbeiter3
1866,CalculateClaim,2024-11-06 12:09:32,8,Sachbearbeiter2
1866,Write Notification,2024-11-19 11:40:19,9,Sachbearbeiter3
1866,SendNotification,2024-11-28 08:34:37,10,Sachbearbeiter1
1867,SendMailToParents,2024-09-19 21:44:19,1,System_5126
1867,ReceiveParentsData,2024-09-19 21:44:22,2,System_5127
1867,GenerateConfirmationMail,2024-09-21 07:03:29,3,System_5894
1867,SendConfirmationMail,2024-09-21 07:03:30,4,System_5895
1867,ReviewDocuments,2024-10-01 14:03:11,5,Sachbearbeiter2
1867,StoreApplication,2024-10-14 14:38:14,6,Sachbearbeiter1
1867,AssessApplication,2024-10-25 13:55:11,7,Sachbearbeiter1
1867,CalculateClaim,2024-11-11 08:57:18,8,Sachbearbeiter3
1867,Write Notification,2024-11-21 12:21:02,9,Sachbearbeiter2
1867,SendNotification,2024-11-29 14:27:40,10,Sachbearbeiter3
1868,SendMailToParents,2024-09-19 21:45:35,1,System_5128
1868,ReceiveParentsData,2024-09-19 21:45:40,2,System_5129
1868,GenerateConfirmationMail,2024-09-22 14:52:45,3,System_6296
1868,SendConfirmationMail,2024-09-22 14:52:46,4,System_6297
1868,ReviewDocuments,2024-10-03 08:39:47,5,Sachbearbeiter1
1868,RequestResubmission,2024-10-15 12:33:33,6,Sachbearbeiter1
1868,ReceiveResubmission,2024-10-15 12:38:05,7,System_7856
1868,ReviewDocuments,2024-11-04 08:24:39,8,Sachbearbeiter3
1868,RequestResubmission,2024-11-15 15:22:30,9,Sachbearbeiter2
1868,ReceiveResubmission,2024-11-15 15:27:49,10,System_8258
1868,ReviewDocuments,2024-11-26 14:56:54,11,Sachbearbeiter1
1868,StoreApplication,2024-12-04 11:25:11,12,Sachbearbeiter2
1868,AssessApplication,2024-12-09 14:48:44,13,Sachbearbeiter1
1868,CalculateClaim,2024-12-11 15:53:33,14,Sachbearbeiter1
1868,Write Notification,2024-12-13 10:04:32,15,Sachbearbeiter2
1868,SendNotification,2024-12-16 08:37:13,16,Sachbearbeiter3
1869,GenerateConfirmationMail,2024-09-19 21:48:56,1,System_5132
1869,SendConfirmationMail,2024-09-19 21:48:57,2,System_5133
1869,ReviewDocuments,2024-09-27 12:18:02,3,Sachbearbeiter2
1869,StoreApplication,2024-10-10 13:17:44,4,Sachbearbeiter1
1869,AssessApplication,2024-10-22 14:11:38,5,Sachbearbeiter2
1869,WriteRejection,2024-11-06 10:36:46,6,Sachbearbeiter1
1869,SendRejection,2024-11-19 10:59:24,7,Sachbearbeiter3
1870,SendMailToParents,2024-09-19 21:52:57,1,System_5134
1870,ReceiveParentsData,2024-09-19 21:53:02,2,System_5135
1870,GenerateConfirmationMail,2024-09-20 17:00:05,3,System_5678
1870,SendConfirmationMail,2024-09-20 17:00:07,4,System_5679
